user_story,uml_json,label,
"As a traveler, I want to be able to cancel or modify my booking in case of changes or emergencies.","{'classes': [{'name': 'Traveler', 'attributes': [{'name': 'travelerId', 'type': 'String'}, {'name': 'name', 'type': 'String'}]}, {'name': 'Booking', 'attributes': [{'name': 'bookingId', 'type': 'String'}, {'name': 'bookingDate', 'type': 'Date'}, {'name': 'status', 'type': 'String'}, {'name': 'checkInDate', 'type': 'Date'}, {'name': 'checkOutDate', 'type': 'Date'}, {'name': 'totalAmount', 'type': 'float'}]}], 'relationships': [{'from': 'Traveler', 'to': 'Booking', 'type': 'association', 'multiplicity': '*', 'label': 'makes'}]}",Travel,
"As a traveler, I want to be able to leave a review or rating for my booked accommodations.","{'classes': [{'name': 'Traveler', 'attributes': [{'name': 'travelerId', 'type': 'String'}, {'name': 'name', 'type': 'String'}]}, {'name': 'Booking', 'attributes': [{'name': 'bookingId', 'type': 'String'}, {'name': 'bookingDate', 'type': 'Date'}]}, {'name': 'Accommodation', 'attributes': [{'name': 'accommodationId', 'type': 'String'}, {'name': 'name', 'type': 'String'}, {'name': 'location', 'type': 'String'}]}, {'name': 'Review', 'attributes': [{'name': 'reviewId', 'type': 'String'}, {'name': 'rating', 'type': 'int'}, {'name': 'comment', 'type': 'String'}, {'name': 'date', 'type': 'Date'}]}], 'relationships': [{'from': 'Traveler', 'to': 'Booking', 'type': 'association', 'multiplicity': '*', 'label': 'has'}, {'from': 'Booking', 'to': 'Accommodation', 'type': 'association', 'multiplicity': '1', 'label': 'for'}, {'from': 'Traveler', 'to': 'Review', 'type': 'association', 'multiplicity': '*', 'label': 'writes'}, {'from': 'Review', 'to': 'Accommodation', 'type': 'association', 'multiplicity': '1', 'label': 'about'}]}",Reviews,
"As a bride or groom, I want to be able to create a wedding checklist and timeline to keep track of all the tasks and deadlines.","{'classes': [{'name': 'User', 'attributes': [{'name': 'userId', 'type': 'String'}, {'name': 'name', 'type': 'String'}, {'name': 'role', 'type': 'String'}]}, {'name': 'Checklist', 'attributes': [{'name': 'checklistId', 'type': 'String'}, {'name': 'title', 'type': 'String'}, {'name': 'createdDate', 'type': 'Date'}]}, {'name': 'Task', 'attributes': [{'name': 'taskId', 'type': 'String'}, {'name': 'name', 'type': 'String'}, {'name': 'description', 'type': 'String'}, {'name': 'deadline', 'type': 'Date'}, {'name': 'status', 'type': 'String'}]}], 'relationships': [{'from': 'User', 'to': 'Checklist', 'type': 'association', 'multiplicity': '*', 'label': 'creates'}, {'from': 'Checklist', 'to': 'Task', 'type': 'association', 'multiplicity': '*', 'label': 'contains'}]}",Task Management,
"As a bride or groom, I want to be able to search for and book wedding venues and vendors.","{'classes': [{'name': 'User', 'attributes': [{'name': 'userId', 'type': 'String'}, {'name': 'name', 'type': 'String'}, {'name': 'role', 'type': 'String'}]}, {'name': 'Venue', 'attributes': [{'name': 'venueId', 'type': 'String'}, {'name': 'name', 'type': 'String'}, {'name': 'location', 'type': 'String'}, {'name': 'capacity', 'type': 'int'}, {'name': 'availability', 'type': 'String'}]}, {'name': 'Vendor', 'attributes': [{'name': 'vendorId', 'type': 'String'}, {'name': 'name', 'type': 'String'}, {'name': 'serviceType', 'type': 'String'}, {'name': 'availability', 'type': 'String'}]}, {'name': 'Booking', 'attributes': [{'name': 'bookingId', 'type': 'String'}, {'name': 'bookingDate', 'type': 'Date'}, {'name': 'serviceType', 'type': 'String'}, {'name': 'serviceId', 'type': 'String'}, {'name': 'status', 'type': 'String'}]}], 'relationships': [{'from': 'User', 'to': 'Booking', 'type': 'association', 'multiplicity': '*', 'label': 'makes'}, {'from': 'Booking', 'to': 'Venue', 'type': 'association', 'multiplicity': '0..1', 'label': 'booksVenue'}, {'from': 'Booking', 'to': 'Vendor', 'type': 'association', 'multiplicity': '0..1', 'label': 'booksVendor'}]}",Events,
"As a bride or groom, I want to be able to design and customize my wedding website and invitations.","{'classes': [{'name': 'User', 'attributes': [{'name': 'userId', 'type': 'String'}, {'name': 'name', 'type': 'String'}, {'name': 'role', 'type': 'String'}]}, {'name': 'WeddingWebsite', 'attributes': [{'name': 'websiteId', 'type': 'String'}, {'name': 'theme', 'type': 'String'}, {'name': 'sections', 'type': 'List<String>'}, {'name': 'url', 'type': 'String'}]}, {'name': 'Invitation', 'attributes': [{'name': 'invitationId', 'type': 'String'}, {'name': 'template', 'type': 'String'}, {'name': 'message', 'type': 'String'}, {'name': 'design', 'type': 'String'}]}], 'relationships': [{'from': 'User', 'to': 'WeddingWebsite', 'type': 'association', 'multiplicity': '1', 'label': 'creates'}, {'from': 'User', 'to': 'Invitation', 'type': 'association', 'multiplicity': '*', 'label': 'customizes'}]}", Other,
"As a bride or groom, I want to be able to create and share my wedding registry.","{'classes': [{'name': 'User', 'attributes': [{'name': 'userId', 'type': 'String'}, {'name': 'name', 'type': 'String'}, {'name': 'role', 'type': 'String'}]}, {'name': 'WeddingRegistry', 'attributes': [{'name': 'registryId', 'type': 'String'}, {'name': 'title', 'type': 'String'}, {'name': 'createdDate', 'type': 'Date'}, {'name': 'shareableLink', 'type': 'String'}]}, {'name': 'RegistryItem', 'attributes': [{'name': 'itemId', 'type': 'String'}, {'name': 'name', 'type': 'String'}, {'name': 'description', 'type': 'String'}, {'name': 'quantity', 'type': 'int'}, {'name': 'purchased', 'type': 'boolean'}]}], 'relationships': [{'from': 'User', 'to': 'WeddingRegistry', 'type': 'association', 'multiplicity': '1', 'label': 'creates'}, {'from': 'WeddingRegistry', 'to': 'RegistryItem', 'type': 'association', 'multiplicity': '*', 'label': 'contains'}]}",	E-commerce,
"As a bride or groom, I want to be able to manage my wedding budget and expenses.","{'classes': [{'name': 'User', 'attributes': [{'name': 'userId', 'type': 'String'}, {'name': 'name', 'type': 'String'}, {'name': 'role', 'type': 'String'}]}, {'name': 'Budget', 'attributes': [{'name': 'budgetId', 'type': 'String'}, {'name': 'totalAmount', 'type': 'float'}, {'name': 'allocatedAmount', 'type': 'float'}, {'name': 'remainingAmount', 'type': 'float'}]}, {'name': 'Expense', 'attributes': [{'name': 'expenseId', 'type': 'String'}, {'name': 'category', 'type': 'String'}, {'name': 'amount', 'type': 'float'}, {'name': 'description', 'type': 'String'}, {'name': 'date', 'type': 'Date'}]}], 'relationships': [{'from': 'User', 'to': 'Budget', 'type': 'association', 'multiplicity': '1', 'label': 'manages'}, {'from': 'Budget', 'to': 'Expense', 'type': 'association', 'multiplicity': '*', 'label': 'includes'}]}",Billing,
"As a bride or groom, I want to be able to plan and schedule my wedding ceremony and reception.","{'classes': [{'name': 'User', 'attributes': [{'name': 'userId', 'type': 'String'}, {'name': 'name', 'type': 'String'}, {'name': 'role', 'type': 'String'}]}, {'name': 'WeddingEvent', 'attributes': [{'name': 'eventId', 'type': 'String'}, {'name': 'type', 'type': 'String'}, {'name': 'location', 'type': 'String'}, {'name': 'date', 'type': 'Date'}, {'name': 'startTime', 'type': 'String'}, {'name': 'endTime', 'type': 'String'}, {'name': 'notes', 'type': 'String'}]}], 'relationships': [{'from': 'User', 'to': 'WeddingEvent', 'type': 'association', 'multiplicity': '*', 'label': 'schedules'}]}",Events,
"As a bride or groom, I want to be able to collaborate and communicate with my wedding party and guests.","{'classes': [{'name': 'User', 'attributes': [{'name': 'userId', 'type': 'String'}, {'name': 'name', 'type': 'String'}, {'name': 'role', 'type': 'String'}]}, {'name': 'Guest', 'attributes': [{'name': 'guestId', 'type': 'String'}, {'name': 'name', 'type': 'String'}, {'name': 'email', 'type': 'String'}]}, {'name': 'Message', 'attributes': [{'name': 'messageId', 'type': 'String'}, {'name': 'senderId', 'type': 'String'}, {'name': 'recipientId', 'type': 'String'}, {'name': 'content', 'type': 'String'}, {'name': 'timestamp', 'type': 'Date'}]}, {'name': 'CommunicationGroup', 'attributes': [{'name': 'groupId', 'type': 'String'}, {'name': 'name', 'type': 'String'}, {'name': 'members', 'type': 'List<String>'}]}], 'relationships': [{'from': 'User', 'to': 'Message', 'type': 'association', 'multiplicity': '*', 'label': 'sends'}, {'from': 'Guest', 'to': 'Message', 'type': 'association', 'multiplicity': '*', 'label': 'receives'}, {'from': 'User', 'to': 'CommunicationGroup', 'type': 'association', 'multiplicity': '*', 'label': 'creates'}, {'from': 'CommunicationGroup', 'to': 'Guest', 'type': 'association', 'multiplicity': '*', 'label': 'includes'}]}", Other,
"As a prospective car buyer, I want to be able to search and compare different car models based on my preferences.","{'classes': [{'name': 'Buyer', 'attributes': [{'name': 'buyerId', 'type': 'String'}, {'name': 'name', 'type': 'String'}]}, {'name': 'Car', 'attributes': [{'name': 'carId', 'type': 'String'}, {'name': 'make', 'type': 'String'}, {'name': 'model', 'type': 'String'}, {'name': 'year', 'type': 'int'}, {'name': 'price', 'type': 'float'}, {'name': 'fuelType', 'type': 'String'}, {'name': 'transmission', 'type': 'String'}, {'name': 'features', 'type': 'List<String>'}]}, {'name': 'SearchCriteria', 'attributes': [{'name': 'make', 'type': 'String'}, {'name': 'model', 'type': 'String'}, {'name': 'minPrice', 'type': 'float'}, {'name': 'maxPrice', 'type': 'float'}, {'name': 'fuelType', 'type': 'String'}, {'name': 'transmission', 'type': 'String'}]}, {'name': 'ComparisonResult', 'attributes': [{'name': 'resultId', 'type': 'String'}, {'name': 'comparedCars', 'type': 'List<Car>'}, {'name': 'highlights', 'type': 'String'}]}], 'relationships': [{'from': 'Buyer', 'to': 'Car', 'type': 'association', 'multiplicity': '*', 'label': 'views'}, {'from': 'Buyer', 'to': 'SearchCriteria', 'type': 'association', 'multiplicity': '1', 'label': 'uses'}, {'from': 'Buyer', 'to': 'ComparisonResult', 'type': 'association', 'multiplicity': '1', 'label': 'gets'}]}",E-commerce ,
"As a prospective car buyer, I want to be able to read reviews and ratings of different car models from other buyers and experts.","{'classes': [{'name': 'Buyer', 'attributes': [{'name': 'buyerId', 'type': 'String'}, {'name': 'name', 'type': 'String'}]}, {'name': 'Car', 'attributes': [{'name': 'carId', 'type': 'String'}, {'name': 'make', 'type': 'String'}, {'name': 'model', 'type': 'String'}, {'name': 'year', 'type': 'int'}]}, {'name': 'Review', 'attributes': [{'name': 'reviewId', 'type': 'String'}, {'name': 'author', 'type': 'String'}, {'name': 'rating', 'type': 'float'}, {'name': 'content', 'type': 'String'}, {'name': 'source', 'type': 'String'}, {'name': 'date', 'type': 'Date'}]}], 'relationships': [{'from': 'Buyer', 'to': 'Review', 'type': 'association', 'multiplicity': '*', 'label': 'reads'}, {'from': 'Car', 'to': 'Review', 'type': 'association', 'multiplicity': '*', 'label': 'has'}]}",Reviews,
"As a prospective car buyer, I want to be able to schedule a test drive and see the availability of different car models at nearby dealerships.","{'classes': [{'name': 'Buyer', 'attributes': [{'name': 'buyerId', 'type': 'String'}, {'name': 'name', 'type': 'String'}]}, {'name': 'Car', 'attributes': [{'name': 'carId', 'type': 'String'}, {'name': 'make', 'type': 'String'}, {'name': 'model', 'type': 'String'}, {'name': 'year', 'type': 'int'}]}, {'name': 'Dealership', 'attributes': [{'name': 'dealershipId', 'type': 'String'}, {'name': 'name', 'type': 'String'}, {'name': 'location', 'type': 'String'}]}, {'name': 'TestDrive', 'attributes': [{'name': 'testDriveId', 'type': 'String'}, {'name': 'carId', 'type': 'String'}, {'name': 'dealershipId', 'type': 'String'}, {'name': 'buyerId', 'type': 'String'}, {'name': 'scheduledDateTime', 'type': 'Date'}]}], 'relationships': [{'from': 'Dealership', 'to': 'Car', 'type': 'association', 'multiplicity': '*', 'label': 'offers'}, {'from': 'Buyer', 'to': 'TestDrive', 'type': 'association', 'multiplicity': '*', 'label': 'schedules'}, {'from': 'TestDrive', 'to': 'Car', 'type': 'association', 'multiplicity': '1', 'label': ''}, {'from': 'TestDrive', 'to': 'Dealership', 'type': 'association', 'multiplicity': '1', 'label': ''}]}",Other ,
"As a prospective car buyer, I want to be able to customize and configure the car model of my choice with different colors, trims, and options.","{'classes': [{'name': 'Buyer', 'attributes': [{'name': 'buyerId', 'type': 'String'}, {'name': 'name', 'type': 'String'}]}, {'name': 'CarModel', 'attributes': [{'name': 'carModelId', 'type': 'String'}, {'name': 'make', 'type': 'String'}, {'name': 'model', 'type': 'String'}, {'name': 'year', 'type': 'int'}]}, {'name': 'ConfigurationOptions', 'attributes': [{'name': 'color', 'type': 'String'}, {'name': 'trim', 'type': 'String'}, {'name': 'packages', 'type': 'List<String>'}]}, {'name': 'CarConfiguration', 'attributes': [{'name': 'configId', 'type': 'String'}, {'name': 'buyerId', 'type': 'String'}, {'name': 'carModelId', 'type': 'String'}, {'name': 'color', 'type': 'String'}, {'name': 'trim', 'type': 'String'}, {'name': 'packages', 'type': 'List<String>'}, {'name': 'price', 'type': 'float'}]}], 'relationships': [{'from': 'Buyer', 'to': 'CarConfiguration', 'type': 'association', 'multiplicity': '*', 'label': 'creates'}, {'from': 'CarModel', 'to': 'CarConfiguration', 'type': 'association', 'multiplicity': '*', 'label': 'base model for'}, {'from': 'CarConfiguration', 'to': 'ConfigurationOptions', 'type': 'association', 'multiplicity': '1', 'label': 'uses'}]}",E-commerce,
"As a prospective car buyer, I want to be able to get financing options and estimate my monthly payments based on my budget and credit score.","{'classes': [{'name': 'Buyer', 'attributes': [{'name': 'buyerId', 'type': 'String'}, {'name': 'name', 'type': 'String'}, {'name': 'creditScore', 'type': 'int'}, {'name': 'budget', 'type': 'float'}]}, {'name': 'FinancingOption', 'attributes': [{'name': 'optionId', 'type': 'String'}, {'name': 'lenderName', 'type': 'String'}, {'name': 'interestRate', 'type': 'float'}, {'name': 'termMonths', 'type': 'int'}, {'name': 'minCreditScore', 'type': 'int'}]}, {'name': 'MonthlyPaymentEstimate', 'attributes': [{'name': 'estimateId', 'type': 'String'}, {'name': 'buyerId', 'type': 'String'}, {'name': 'financingOptionId', 'type': 'String'}, {'name': 'estimatedMonthlyPayment', 'type': 'float'}]}], 'relationships': [{'from': 'Buyer', 'to': 'FinancingOption', 'type': 'association', 'multiplicity': '*', 'label': 'views'}, {'from': 'Buyer', 'to': 'MonthlyPaymentEstimate', 'type': 'association', 'multiplicity': '*', 'label': 'generates'}, {'from': 'MonthlyPaymentEstimate', 'to': 'FinancingOption', 'type': 'association', 'multiplicity': '1', 'label': ''}]}",Billing,
"As a prospective car buyer, I want to be able to negotiate and finalize the price and financing terms with a sales representative.","{'classes': [{'name': 'Buyer', 'attributes': [{'name': 'buyerId', 'type': 'String'}, {'name': 'name', 'type': 'String'}]}, {'name': 'SalesRepresentative', 'attributes': [{'name': 'repId', 'type': 'String'}, {'name': 'name', 'type': 'String'}, {'name': 'dealershipId', 'type': 'String'}]}, {'name': 'Negotiation', 'attributes': [{'name': 'negotiationId', 'type': 'String'}, {'name': 'buyerId', 'type': 'String'}, {'name': 'repId', 'type': 'String'}, {'name': 'proposedPrice', 'type': 'float'}, {'name': 'financingTerms', 'type': 'String'}, {'name': 'status', 'type': 'String'}]}], 'relationships': [{'from': 'Buyer', 'to': 'Negotiation', 'type': 'association', 'multiplicity': '*', 'label': 'initiates'}, {'from': 'SalesRepresentative', 'to': 'Negotiation', 'type': 'association', 'multiplicity': '*', 'label': 'participates'}]}",Billing,
"As a user, I want to be able to create events in my personal calendar, so that I can keep track of my schedule.","{'classes': [{'name': 'User', 'attributes': [{'name': 'userId', 'type': 'String'}, {'name': 'name', 'type': 'String'}]}, {'name': 'Calendar', 'attributes': [{'name': 'calendarId', 'type': 'String'}, {'name': 'userId', 'type': 'String'}]}, {'name': 'Event', 'attributes': [{'name': 'eventId', 'type': 'String'}, {'name': 'title', 'type': 'String'}, {'name': 'description', 'type': 'String'}, {'name': 'startTime', 'type': 'DateTime'}, {'name': 'endTime', 'type': 'DateTime'}, {'name': 'location', 'type': 'String'}]}], 'relationships': [{'from': 'User', 'to': 'Calendar', 'type': 'association', 'multiplicity': '1', 'label': 'owns'}, {'from': 'Calendar', 'to': 'Event', 'type': 'association', 'multiplicity': '*', 'label': 'contains'}]}",Task Management,
"As a user, I want to be able to view my personal calendar by day, week, or month, so that I can easily see my schedule.","{'classes': [{'name': 'User', 'attributes': [{'name': 'userId', 'type': 'String'}, {'name': 'name', 'type': 'String'}]}, {'name': 'Calendar', 'attributes': [{'name': 'calendarId', 'type': 'String'}, {'name': 'userId', 'type': 'String'}]}, {'name': 'Event', 'attributes': [{'name': 'eventId', 'type': 'String'}, {'name': 'title', 'type': 'String'}, {'name': 'startTime', 'type': 'DateTime'}, {'name': 'endTime', 'type': 'DateTime'}, {'name': 'location', 'type': 'String'}]}], 'relationships': [{'from': 'User', 'to': 'Calendar', 'type': 'association', 'multiplicity': '1', 'label': 'accesses'}, {'from': 'Calendar', 'to': 'Event', 'type': 'association', 'multiplicity': '*', 'label': 'contains'}]}",Task Management,
"As a user, I want to be able to set my availability in my personal calendar, so that others can see when I am free.","{'classes': [{'name': 'User', 'attributes': [{'name': 'userId', 'type': 'String'}, {'name': 'name', 'type': 'String'}]}, {'name': 'Calendar', 'attributes': [{'name': 'calendarId', 'type': 'String'}, {'name': 'userId', 'type': 'String'}]}, {'name': 'Availability', 'attributes': [{'name': 'availabilityId', 'type': 'String'}, {'name': 'startTime', 'type': 'DateTime'}, {'name': 'endTime', 'type': 'DateTime'}, {'name': 'status', 'type': 'String'}]}], 'relationships': [{'from': 'User', 'to': 'Calendar', 'type': 'association', 'multiplicity': '1', 'label': 'owns'}, {'from': 'Calendar', 'to': 'Availability', 'type': 'association', 'multiplicity': '*', 'label': 'contains'}]}",Task Management,
"As a user, I want to be able to share my calendar with others, so that they can see my schedule.","{'classes': [{'name': 'User', 'attributes': [{'name': 'userId', 'type': 'String'}, {'name': 'name', 'type': 'String'}]}, {'name': 'Calendar', 'attributes': [{'name': 'calendarId', 'type': 'String'}, {'name': 'ownerId', 'type': 'String'}, {'name': 'isShared', 'type': 'Boolean'}]}, {'name': 'SharedCalendarAccess', 'attributes': [{'name': 'accessId', 'type': 'String'}, {'name': 'calendarId', 'type': 'String'}, {'name': 'sharedWithUserId', 'type': 'String'}, {'name': 'accessLevel', 'type': 'String'}]}], 'relationships': [{'from': 'User', 'to': 'Calendar', 'type': 'association', 'multiplicity': '1', 'label': 'owns'}, {'from': 'Calendar', 'to': 'SharedCalendarAccess', 'type': 'association', 'multiplicity': '*', 'label': 'sharedWith'}, {'from': 'SharedCalendarAccess', 'to': 'User', 'type': 'association', 'multiplicity': '1', 'label': 'sharedTo'}]}",Other,
"As a user, I want to be able to sync my personal calendar with other calendars, so that I can see all my events in one place.","{'classes': [{'name': 'User', 'attributes': [{'name': 'userId', 'type': 'String'}, {'name': 'name', 'type': 'String'}]}, {'name': 'Calendar', 'attributes': [{'name': 'calendarId', 'type': 'String'}, {'name': 'userId', 'type': 'String'}, {'name': 'calendarType', 'type': 'String'}]}, {'name': 'Event', 'attributes': [{'name': 'eventId', 'type': 'String'}, {'name': 'calendarId', 'type': 'String'}, {'name': 'title', 'type': 'String'}, {'name': 'startTime', 'type': 'DateTime'}, {'name': 'endTime', 'type': 'DateTime'}, {'name': 'location', 'type': 'String'}]}], 'relationships': [{'from': 'User', 'to': 'Calendar', 'type': 'association', 'multiplicity': '*', 'label': 'owns'}, {'from': 'Calendar', 'to': 'Event', 'type': 'association', 'multiplicity': '*', 'label': 'contains'}, {'from': 'Calendar', 'to': 'Calendar', 'type': 'association', 'multiplicity': '*', 'label': 'syncsWith'}]}",Task Management,
"As a user, I want to be able to set reminders for events in my personal calendar, so that I don't forget important appointments.","{'classes': [{'name': 'User', 'attributes': [{'name': 'userId', 'type': 'String'}, {'name': 'name', 'type': 'String'}]}, {'name': 'Calendar', 'attributes': [{'name': 'calendarId', 'type': 'String'}, {'name': 'userId', 'type': 'String'}]}, {'name': 'Event', 'attributes': [{'name': 'eventId', 'type': 'String'}, {'name': 'title', 'type': 'String'}, {'name': 'startTime', 'type': 'DateTime'}, {'name': 'endTime', 'type': 'DateTime'}, {'name': 'location', 'type': 'String'}]}, {'name': 'Reminder', 'attributes': [{'name': 'reminderId', 'type': 'String'}, {'name': 'eventId', 'type': 'String'}, {'name': 'reminderTime', 'type': 'DateTime'}, {'name': 'method', 'type': 'String'}]}], 'relationships': [{'from': 'User', 'to': 'Calendar', 'type': 'association', 'multiplicity': '1', 'label': 'owns'}, {'from': 'Calendar', 'to': 'Event', 'type': 'association', 'multiplicity': '*', 'label': 'contains'}, {'from': 'Event', 'to': 'Reminder', 'type': 'association', 'multiplicity': '*', 'label': 'has'}]}",Task Management,
"As a user, I want to be able to search for events in my personal calendar, so that I can find specific appointments.","{'classes': [{'name': 'User', 'attributes': [{'name': 'userId', 'type': 'String'}, {'name': 'name', 'type': 'String'}]}, {'name': 'Calendar', 'attributes': [{'name': 'calendarId', 'type': 'String'}, {'name': 'userId', 'type': 'String'}]}, {'name': 'Event', 'attributes': [{'name': 'eventId', 'type': 'String'}, {'name': 'title', 'type': 'String'}, {'name': 'description', 'type': 'String'}, {'name': 'startTime', 'type': 'DateTime'}, {'name': 'endTime', 'type': 'DateTime'}, {'name': 'location', 'type': 'String'}]}], 'relationships': [{'from': 'User', 'to': 'Calendar', 'type': 'association', 'multiplicity': '1', 'label': 'owns'}, {'from': 'Calendar', 'to': 'Event', 'type': 'association', 'multiplicity': '*', 'label': 'contains'}]}",Task Management,
"As a user, I want to be able to color-code events in my personal calendar, so that I can easily differentiate between different types of appointments.","{'classes': [{'name': 'User', 'attributes': [{'name': 'userId', 'type': 'String'}, {'name': 'name', 'type': 'String'}]}, {'name': 'Calendar', 'attributes': [{'name': 'calendarId', 'type': 'String'}, {'name': 'userId', 'type': 'String'}]}, {'name': 'Event', 'attributes': [{'name': 'eventId', 'type': 'String'}, {'name': 'title', 'type': 'String'}, {'name': 'startTime', 'type': 'DateTime'}, {'name': 'endTime', 'type': 'DateTime'}, {'name': 'location', 'type': 'String'}, {'name': 'colorCode', 'type': 'String'}]}], 'relationships': [{'from': 'User', 'to': 'Calendar', 'type': 'association', 'multiplicity': '1', 'label': 'owns'}, {'from': 'Calendar', 'to': 'Event', 'type': 'association', 'multiplicity': '*', 'label': 'contains'}]}",Task Management,
"As a user, I want to be able to set recurring events in my personal calendar, so that I don't have to manually create the same event multiple times.","{'classes': [{'name': 'User', 'attributes': [{'name': 'userId', 'type': 'String'}, {'name': 'name', 'type': 'String'}]}, {'name': 'Calendar', 'attributes': [{'name': 'calendarId', 'type': 'String'}, {'name': 'userId', 'type': 'String'}]}, {'name': 'Event', 'attributes': [{'name': 'eventId', 'type': 'String'}, {'name': 'title', 'type': 'String'}, {'name': 'startTime', 'type': 'DateTime'}, {'name': 'endTime', 'type': 'DateTime'}, {'name': 'location', 'type': 'String'}, {'name': 'recurrenceRule', 'type': 'String'}]}], 'relationships': [{'from': 'User', 'to': 'Calendar', 'type': 'association', 'multiplicity': '1', 'label': 'owns'}, {'from': 'Calendar', 'to': 'Event', 'type': 'association', 'multiplicity': '*', 'label': 'contains'}]}",Task Management,
"As a user, I want to be able to add my personal information to my social media account, such as my name and profile picture.","{'classes': [{'name': 'User', 'attributes': [{'name': 'userId', 'type': 'String'}, {'name': 'name', 'type': 'String'}, {'name': 'email', 'type': 'String'}, {'name': 'profilePictureUrl', 'type': 'String'}]}], 'relationships': []}",Accountt,
"As a user, I want to be able to connect with other users on the social media platform, such as by following them or sending them friend requests.","{'classes': [{'name': 'User', 'attributes': [{'name': 'userId', 'type': 'String'}, {'name': 'name', 'type': 'String'}, {'name': 'email', 'type': 'String'}]}, {'name': 'Connection', 'attributes': [{'name': 'connectionId', 'type': 'String'}, {'name': 'requesterId', 'type': 'String'}, {'name': 'receiverId', 'type': 'String'}, {'name': 'status', 'type': 'String'}, {'name': 'type', 'type': 'String'}, {'name': 'createdAt', 'type': 'DateTime'}]}], 'relationships': [{'from': 'User', 'to': 'Connection', 'type': 'association', 'multiplicity': '*', 'label': 'initiates'}, {'from': 'Connection', 'to': 'User', 'type': 'association', 'multiplicity': '1', 'label': 'receives'}]}",Other,
"As a user, I want to be able to create posts on my social media account, such as status updates or photos.","{'classes': [{'name': 'User', 'attributes': [{'name': 'userId', 'type': 'String'}, {'name': 'name', 'type': 'String'}, {'name': 'email', 'type': 'String'}]}, {'name': 'Post', 'attributes': [{'name': 'postId', 'type': 'String'}, {'name': 'userId', 'type': 'String'}, {'name': 'content', 'type': 'String'}, {'name': 'mediaUrl', 'type': 'String'}, {'name': 'timestamp', 'type': 'DateTime'}]}], 'relationships': [{'from': 'User', 'to': 'Post', 'type': 'association', 'multiplicity': '*', 'label': 'creates'}]}", Other,
"As a user, I want to be able to view posts from other users on the social media platform.","{'classes': [{'name': 'User', 'attributes': [{'name': 'userId', 'type': 'String'}, {'name': 'name', 'type': 'String'}, {'name': 'email', 'type': 'String'}]}, {'name': 'Post', 'attributes': [{'name': 'postId', 'type': 'String'}, {'name': 'authorId', 'type': 'String'}, {'name': 'content', 'type': 'String'}, {'name': 'mediaUrl', 'type': 'String'}, {'name': 'timestamp', 'type': 'DateTime'}]}], 'relationships': [{'from': 'User', 'to': 'Post', 'type': 'association', 'multiplicity': '*', 'label': 'creates'}, {'from': 'User', 'to': 'Post', 'type': 'association', 'multiplicity': '*', 'label': 'views'}]}",Other,
"As a user, I want to be able to react to posts on the social media platform, such as by liking or commenting on them.","{'classes': [{'name': 'User', 'attributes': [{'name': 'userId', 'type': 'String'}, {'name': 'name', 'type': 'String'}, {'name': 'email', 'type': 'String'}]}, {'name': 'Post', 'attributes': [{'name': 'postId', 'type': 'String'}, {'name': 'authorId', 'type': 'String'}, {'name': 'content', 'type': 'String'}, {'name': 'mediaUrl', 'type': 'String'}, {'name': 'timestamp', 'type': 'DateTime'}]}, {'name': 'Reaction', 'attributes': [{'name': 'reactionId', 'type': 'String'}, {'name': 'userId', 'type': 'String'}, {'name': 'postId', 'type': 'String'}, {'name': 'type', 'type': 'String'}, {'name': 'timestamp', 'type': 'DateTime'}]}, {'name': 'Comment', 'attributes': [{'name': 'commentId', 'type': 'String'}, {'name': 'userId', 'type': 'String'}, {'name': 'postId', 'type': 'String'}, {'name': 'content', 'type': 'String'}, {'name': 'timestamp', 'type': 'DateTime'}]}], 'relationships': [{'from': 'User', 'to': 'Post', 'type': 'association', 'multiplicity': '*', 'label': 'creates'}, {'from': 'User', 'to': 'Reaction', 'type': 'association', 'multiplicity': '*', 'label': 'gives'}, {'from': 'User', 'to': 'Comment', 'type': 'association', 'multiplicity': '*', 'label': 'writes'}, {'from': 'Post', 'to': 'Reaction', 'type': 'association', 'multiplicity': '*', 'label': 'has'}, {'from': 'Post', 'to': 'Comment', 'type': 'association', 'multiplicity': '*', 'label': 'has'}]}",Other,
"As a user, I want to be able to receive notifications when other users interact with my posts or account.","{'classes': [{'name': 'User', 'attributes': [{'name': 'userId', 'type': 'String'}, {'name': 'name', 'type': 'String'}, {'name': 'email', 'type': 'String'}]}, {'name': 'Post', 'attributes': [{'name': 'postId', 'type': 'String'}, {'name': 'authorId', 'type': 'String'}, {'name': 'content', 'type': 'String'}, {'name': 'timestamp', 'type': 'DateTime'}]}, {'name': 'Notification', 'attributes': [{'name': 'notificationId', 'type': 'String'}, {'name': 'recipientUserId', 'type': 'String'}, {'name': 'senderUserId', 'type': 'String'}, {'name': 'type', 'type': 'String'}, {'name': 'message', 'type': 'String'}, {'name': 'timestamp', 'type': 'DateTime'}, {'name': 'isRead', 'type': 'Boolean'}]}], 'relationships': [{'from': 'User', 'to': 'Post', 'type': 'association', 'multiplicity': '*', 'label': 'creates'}, {'from': 'User', 'to': 'Notification', 'type': 'association', 'multiplicity': '*', 'label': 'receives'}, {'from': 'Notification', 'to': 'User', 'type': 'association', 'multiplicity': '*', 'label': 'triggers'}]}",Other,
